date_of_spill_edit,operator_edit,lease_facility_name,county_edit,type_operation,source,probable_cause_edit,release_crude_oil_edit,release_prod_water_edit,recovery_crude_oil_edit,recovery_prod_water_edit,spill_on_water_edit
2015-10-04,Anadarko (acq. by Occidental 2019),Kimbell 34-194 Unit,Ward,injection/disposal,well,MECHANICAL FAILURE,0,5040,0,5040,NO
2015-10-23,Anadarko (acq. by Occidental 2019),Shock-N-Awe Unit 29-41,Loving,production,tank battery,HUMAN ERROR,0,21,0,0,NO
2015-11-19,Anadarko (acq. by Occidental 2019),Thresher 55-1-23,Loving,injection/disposal,tank battery,MECHANICAL FAILURE,0,3444,0,3360,NO
2015-11-25,Anadarko (acq. by Occidental 2019),CGU 21 #22,Panola,production,tank battery,CORROSION,,12600,,,NO
2015-12-10,Anadarko (acq. by Occidental 2019),Monroe 34-188,Ward,production,tank battery,MECHANICAL FAILURE,42,7644,42,7602,NO
2015-12-24,Anadarko (acq. by Occidental 2019),Chip East CPF-A,Dimmit,Production,"6"" Flowline",Cow opened valve by rubbing,0,42,0,0,
2016-01-19,Anadarko (acq. by Occidental 2019),Bullhead State 55-1-45 Unit B,Loving,injection/disposal,pump,HUMAN ERROR,0,20160,0,20160,NO
2016-01-27,Anadarko (acq. by Occidental 2019),SWD 55-1-37,Loving,production,tank battery,MECHANICAL FAILURE,420,5880,420,5880,NO
2016-01-28,Anadarko (acq. by Occidental 2019),"Kyle, J. R. -A-",Panola,Production,compressor station,CORROSION,,2520,,,YES
2016-01-29,Anadarko (acq. by Occidental 2019),Blacktip State 43,Loving,production,tank battery,HUMAN ERROR,630,1092,504,882,NO
2016-01-30,Anadarko (acq. by Occidental 2019),Ring/Culberson F Fee line,Reeves,injection/disposal,flowline,HUMAN ERROR,0,6720,0,5250,NO
2016-02-13,Anadarko (acq. by Occidental 2019),Bullhead 55-1-41,Loving,injection/disposal,tank battery,CORROSION,0,8820,0,8736,NO
2016-02-16,Anadarko (acq. by Occidental 2019),Kimbell 34-194,Ward,production,flowline,MECHANICAL FAILURE,0,13020,0,12978,NO
2016-02-19,Anadarko (acq. by Occidental 2019),Wolf Unit,Milam,Production,other,CORROSION,420,420,,,no
2016-03-05,Anadarko (acq. by Occidental 2019),HOLLAND QUARTERS COMPRESSOR,Panola,transportation,compressor station,MECHANICAL FAILURE,,1680,,,NO
2016-03-11,Anadarko (acq. by Occidental 2019),CPF-D,Dimmit,PRODUCTION,TRANSFER LINE,CORROSION,,42,0,0,
2016-03-18,Anadarko (acq. by Occidental 2019),Covington 34-224,Ward,production,tank battery,MECHANICAL FAILURE,840,840,798,0,NO
2016-05-25,Anadarko (acq. by Occidental 2019),Monroe 34-172,Ward,production,flowline,CORROSION,210,210,168,168,NO
2016-06-10,Anadarko (acq. by Occidental 2019),Weyman 18,Loving,production,tank battery,WEATHER,7224,7770,0,0,NO
2016-06-22,Anadarko (acq. by Occidental 2019),CATARINA WEST ROW,Dimmit,PRODUCTION,FLOWLINE,LEAKING PIG RECEIVER,4200,42,0,0,
2016-07-14,Anadarko (acq. by Occidental 2019),University 20-42,Ward,production,well,MECHANICAL FAILURE,1050,1050,945,630,NO
2016-07-14,Anadarko (acq. by Occidental 2019),Haley 30,Loving,injection/disposal,tank battery,WEATHER,4536,5586,0,3780,NO
2016-07-17,Anadarko (acq. by Occidental 2019),APC Fee 6,Loving,production,tank battery,WEATHER,2982,7014,210,2940,NO
2016-07-18,Anadarko (acq. by Occidental 2019),Trcalek,Burleson,Production,gathering line,CORROSION,,4200,,,no
2016-09-07,Anadarko (acq. by Occidental 2019),Bowdle 48,Loving,production,tank battery,WEATHER,588,9114,0,0,NO
2016-10-03,Anadarko (acq. by Occidental 2019),Coopersmith 34-139,Ward,production,tank battery,MECHANICAL FAILURE,1008,126,0,0,NO
2016-10-17,Anadarko (acq. by Occidental 2019),"Zgabay, Henry R.",Burleson,Production,tank battery,CORROSION,,3360,,3150,no
2016-11-01,Anadarko (acq. by Occidental 2019),Big Horn State 56-2-9 Unit,Reeves,production,tank battery,HUMAN ERROR,420,2520,126,840,NO
2016-11-23,Anadarko (acq. by Occidental 2019),"RIGHT-OF-WAY, CGF-A & CAT WEST",Dimmit,PRODUCTION,PIPELINE,CORROSION,0,42,0,0,
2016-11-23,Anadarko (acq. by Occidental 2019),Ashlock 1-34,Loving,production,tank battery,MECHANICAL FAILURE,1260,5166,756,2982,NO
2016-12-02,Anadarko (acq. by Occidental 2019),Powers State Unit 2-37,Reeves,production,tank battery,MECHANICAL FAILURE,0,1302,0,1260,NO
2017-01-03,Anadarko (acq. by Occidental 2019),Kingston 54-2-17 Unit,Loving,production,flowline,CORROSION,294,13482,0,0,NO
2017-01-10,Anadarko (acq. by Occidental 2019),"Haley, J.E. 19",Loving,production,flowline,WEATHER,756,3360,0,42,NO
2017-01-16,Anadarko (acq. by Occidental 2019),Covington 34-224,Ward,production,tank battery,MECHANICAL FAILURE,1512,168,1512,168,NO
2017-01-17,Anadarko (acq. by Occidental 2019),Silvertip 76-17P,Loving,drilling,well,HUMAN ERROR,488460,3446100,0,0,NO
2017-01-18,Anadarko (acq. by Occidental 2019),Dobrovolny-Merka Unit,Brazos,Production,Flowline,CORROSION,,1260,,1260,no
2017-01-24,Anadarko (acq. by Occidental 2019),Monroe SWD GS1,Ward,transportation,pipeline,HUMAN ERROR,336,4956,0,0,NO
2017-02-06,Anadarko (acq. by Occidental 2019),Red Bluff Compressor Station,Reeves,transportation,pump,HUMAN ERROR,756,840,756,840,NO
2017-03-16,Anadarko (acq. by Occidental 2019),Blacktip Johnson 1-39,Ward,production,flowline,MECHANICAL FAILURE,630,672,0,0,NO
2017-04-24,Anadarko (acq. by Occidental 2019),Bullhead 55-1-39,Loving,production,tank battery,MECHANICAL FAILURE,84,20580,84,16800,NO
2017-05-26,Anadarko (acq. by Occidental 2019),Davis 34-169 B Unit 1,Ward,injection/disposal,pipeline,CORROSION,0,5040,0,0,NO
2017-07-12,Anadarko (acq. by Occidental 2019),,Loving,transportation,pipeline,CORROSION,0,52290,0,0,NO
2017-08-22,Anadarko (acq. by Occidental 2019),Harrison 29-26,Loving,production,tank battery,MECHANICAL FAILURE,4200,21210,0,0,NO
2017-09-03,Anadarko (acq. by Occidental 2019),Big Horn State 56-2-9 Unit,Reeves,production,well,MECHANICAL FAILURE,210,756,210,630,NO
2018-01-27,Anadarko (acq. by Occidental 2019),Silvertip 76-9 F,Loving,production,flowline,MECHANICAL FAILURE,191.52,395.22,0,0,NO
2018-02-07,Anadarko (acq. by Occidental 2019),Winghead State 57-2-48 Unit B,Reeves,production,well,HUMAN ERROR,273,2457,,,NO
2018-05-05,Anadarko (acq. by Occidental 2019),Reed Trust 55-1-46,Loving,production,tank battery,CORROSION,0,2478,0,2478,NO
2018-05-10,Anadarko (acq. by Occidental 2019),Monroe 34-210,Ward,production,tank battery,MECHANICAL FAILURE,1596,6384,1596,6384,NO
2018-06-15,Anadarko (acq. by Occidental 2019),Sevengills 54-1-31,Loving,production,tank battery,MECHANICAL FAILURE,210,210,0,0,NO
2018-06-27,Anadarko (acq. by Occidental 2019),Murjo 34-223 Unit 1,Ward,production,tank battery,MECHANICAL FAILURE,252,252,252,252,NO
2018-07-02,Anadarko (acq. by Occidental 2019),Leila Christy Estate 28-16,Loving,production,tank battery,MECHANICAL FAILURE,294,294,294,294,NO
2018-07-23,Anadarko (acq. by Occidental 2019),Bonafide 29-34,Loving,other,other,HUMAN ERROR,273,113.4,0,0,NO
2018-09-02,Anadarko (acq. by Occidental 2019),APC Gathering-SWD Facility,Loving,injection/disposal,gathering line,WEATHER,0,13356,0,13356,NO
2018-09-03,Anadarko (acq. by Occidental 2019),Bullhead 55-1-34 Unit B,Loving,production,tank battery,WEATHER,7266,14616,6174,14616,NO
2018-09-27,Anadarko (acq. by Occidental 2019),Willow 51-1-36 Unit,Loving,production,tank battery,MECHANICAL FAILURE,5649,3822,5628,3822,NO
2018-10-10,Anadarko (acq. by Occidental 2019),Juniper State Unit 2-3,Reeves,production,other,HUMAN ERROR,210,147,84,105,NO
2018-10-18,Anadarko (acq. by Occidental 2019),APC SWD,Loving,production,tank battery,MECHANICAL FAILURE,1680,83538,,,NO
2018-10-23,Anadarko (acq. by Occidental 2019),Davis 34-169 Unit 1,Ward,transportation,other,MECHANICAL FAILURE,5838,23352,5838,23352,NO
2018-10-27,Anadarko (acq. by Occidental 2019),Mako State 3-6,Reeves,production,tank battery,HUMAN ERROR,5922,4578,5880,4578,NO
2018-10-29,Anadarko (acq. by Occidental 2019),Monroe 34-158 Unit,Ward,production,tank battery,MECHANICAL FAILURE,2184,1050,2184,1050,NO
2018-11-16,Anadarko (acq. by Occidental 2019),Rippin Wrangler C26-19,Loving,production,tank battery,CORROSION,777,777,630,630,NO
2018-11-22,Anadarko (acq. by Occidental 2019),Silvertip Unit Z,Loving,production,flowline,CORROSION,378,168,378,168,NO
2018-12-12,Anadarko (acq. by Occidental 2019),Walnut 55-1-46 Unit,Loving,production,tank battery,MECHANICAL FAILURE,0,192.36,0,0,NO
2018-12-26,Anadarko (acq. by Occidental 2019),Law Dog 2-41 Unit,Loving,Production,flowline,CORROSION,2100,504,0,0,NO
2019-01-08,Anadarko (acq. by Occidental 2019),DK Boyd 75-14 Gas Unit,Loving,production,tank battery,unknown,1257.48,2965.2,1257.48,2965.2,NO
2019-01-22,Anadarko (acq. by Occidental 2019),Alcatraz State 34-141 Unit,Ward,production,other,MECHANICAL FAILURE,0,5040,0,630,NO
2019-02-15,Anadarko (acq. by Occidental 2019),Kingston 54-2-17 Unit,Loving,transportation,pipeline,CORROSION,0,252840,0,0,NO
2019-02-23,Anadarko (acq. by Occidental 2019),,Loving,injection/disposal,pipeline,MECHANICAL FAILURE,1050,14910,1050,2730,NO
2019-03-12,Anadarko (acq. by Occidental 2019),Spitfire 29-39,Loving,injection/disposal,pipeline,WEATHER,378,4872,0,0,NO
2019-03-26,Anadarko (acq. by Occidental 2019),Huldra 57-2-5,Reeves,production,well,MECHANICAL FAILURE,336,4536,0,0,NO
2019-04-27,Anadarko (acq. by Occidental 2019),P5-#020528,Reeves,production,tank battery,MECHANICAL FAILURE,0,9240,0,9240,NO
2019-05-11,Anadarko (acq. by Occidental 2019),Sassafras 55-1-24 Unit,Loving,production,pipeline,MECHANICAL FAILURE,709.8,2020.2,210,0,NO
2019-05-14,Anadarko (acq. by Occidental 2019),Haley 29-24,Loving,production,tank battery,MECHANICAL FAILURE,378,378,,,NO
2019-05-25,Anadarko (acq. by Occidental 2019),Gemini SWD,Reeves,production,tank battery,MECHANICAL FAILURE,0,81060,0,81060,NO
2019-05-25,Anadarko (acq. by Occidental 2019),Johnson Ranch 1-49,Loving,production,tank battery,CORROSION,210,5880,210,5880,NO
2019-06-04,Anadarko (acq. by Occidental 2019),Gills 6,Loving,Production,well,MECHANICAL FAILURE,193.2,4788,0,840,no
2019-06-17,Anadarko (acq. by Occidental 2019),Olson 34-191,Ward,production,tank battery,HUMAN ERROR,4032,9408,4032,9408,no
2019-06-23,Anadarko (acq. by Occidental 2019),APC Fee 1-38 Unit,Ward,production,well,MECHANICAL FAILURE,504,407.4,420,0,no
2019-06-30,Anadarko (acq. by Occidental 2019),Monroe 34-220/211 Unit,Ward,injection/disposal,well,MECHANICAL FAILURE,378,1302,0,0,no
2019-07-01,Anadarko (acq. by Occidental 2019),Silvertip Unit Z,Loving,production,flowline,CORROSION,1302,2982,0,0,NO
2019-07-04,Anadarko (acq. by Occidental 2019),Camp 29-31 Unit,Loving,production,tank battery,CORROSION,2310,15414,2100,14868,NO
2019-08-06,Anadarko (acq. by Occidental 2019),Silvertip 76-9 F,Loving,production,flowline,MECHANICAL FAILURE,336,924,0,0,NO
2019-08-17,Anadarko (acq. by Occidental 2019),BP 34-211,Ward,production,well,HUMAN ERROR,294,588,0,0,NO
2019-09-04,Anadarko (acq. by Occidental 2019),Harrison 29-28,Loving,Production,Pump,MECHANICAL FAILURE,10080,1806,0,0,NO
2019-09-09,Anadarko (acq. by Occidental 2019),Cottonwood 55-1-14 Unit,Loving,Production,Tank Battery,MECHANICAL FAILURE,0,3781.68,0,3781.68,NO
2019-09-13,Anadarko (acq. by Occidental 2019),Cottonwood 55-1-14 Unit,Loving,Production,Well,Unknown,336,70644,0,38640,NO
2019-10-01,Anadarko (acq. by Occidental 2019),Cottonwood 55-1-14 Unit,Loving,Production,Well,MECHANICAL FAILURE,355.74,9542.82,353.22,9542.82,NO
2019-10-26,Anadarko (acq. by Occidental 2019),Riverton 57-2-21,Reeves,Production,Tank Battery,CORROSION,189,3039.96,0,0,NO
2019-11-05,Anadarko (acq. by Occidental 2019),Mooney 34-222,Ward,Production,Well,CORROSION,361.2,319.2,0,0,NO
2019-11-10,Anadarko (acq. by Occidental 2019),Cottonwood 55-1-14 Unit,Loving,Production,Well,MECHANICAL FAILURE,462,94920,0,81060,NO
2019-12-11,Anadarko (acq. by Occidental 2019),Bowfin State 57-1-48 Unit,Reeves,Production,Well,CORROSION,411.6,907.2,42,0,NO
2020-01-03,Anadarko (acq. by Occidental 2019),Banner 57-1-21,Reeves,Production,Tank Battery,MECHANICAL FAILURE,0,15750,0,,NO
2020-02-17,Anadarko (acq. by Occidental 2019),Bowfin State 57-1-48 Unit,Reeves,Production,Flowline,CORROSION,1008,2016,0,0,NO
2020-06-01,Anadarko (acq. by Occidental 2019),Thresher 55-1-12 Unit A,Loving,Production,Flowline,CORROSION,655.2,1965.6,294,0,NO
2020-07-10,Anadarko (acq. by Occidental 2019),Nutria 57-1-16 Unit,Reeves,Production,Tank Battery,MECHANICAL FAILURE,0,26670,0,22680,NO
2020-07-24,Anadarko (acq. by Occidental 2019),Moon State 55-3-5 Unit,Reeves,Production,Tank Battery,CORROSION,369.6,2704.8,0,0,NO
2020-07-31,Anadarko (acq. by Occidental 2019),Bullhead State 55-1-45 Unit B,Loving,Production,Well,MECHANICAL FAILURE,432.6,2070.6,252,1764,NO
2020-08-13,Anadarko (acq. by Occidental 2019),Gaddie 1-31 Unit,Ward,Production,Flowline,MECHANICAL FAILURE,378,315,252,168,NO
2020-08-21,Anadarko (acq. by Occidental 2019),Nutrie 57-1-16 Unit,Reeves,Production,Tank Battery,MECHANICAL FAILURE,0,19845,0,0,NO
2020-09-03,Anadarko (acq. by Occidental 2019),Nurtia 57-1-16 Unit,Reeves,Injection/Disposal,Well,MECHANICAL FAILURE,0,14196,0,7350,NO
2020-09-12,Anadarko (acq. by Occidental 2019),Teton 56-2-26 Unit D,Reeves,Production,Tank Battery,MECHANICAL FAILURE,562.8,5880,420,3360,NO
2020-10-29,Anadarko (acq. by Occidental 2019),Wheat Trust 1-52,Loving,Injection/Disposal,Tank Battery,MECHANICAL FAILURE,0,73437,0,65520,NO
2021-02-07,Anadarko (acq. by Occidental 2019),Sassafras 55-1-24 Unit,Loving,Production,Flowline,CORROSION,525,1365,0,0,NO
2021-02-11,Anadarko (acq. by Occidental 2019),Threadfin 57-1-38 Unit,Reeves,Transportation,Flowline,CORROSION,487.2,1957.2,0,0,NO
2021-02-11,Anadarko (acq. by Occidental 2019),Bluegill 57-1-38 Unit,Reeves,Transportation,Flowline,CORROSION,260.4,1041.6,0,0,NO
2021-05-01,Anadarko (acq. by Occidental 2019),Robertson State Unit 2-7,Reeves,Production,Tank Battery,MECHANICAL FAILURE,4704,8736,4200,6510,NO
2021-08-30,Anadarko (acq. by Occidental 2019),Fowler 34-193,Ward,Production,Other,MECHANICAL FAILURE,474.6,210,210,210,NO
2021-12-02,Anadarko (acq. by Occidental 2019),Potomac 29-2 Unit,Loving,Production,Flowline,CORROSION,315,739.2,0,0,NO
2022-01-05,Anadarko (acq. by Occidental 2019),Beaver 57-1-16 Unit,Reeves,Production,Pump,MECHANICAL FAILURE,0,13356,0,0,NO
2022-01-06,Anadarko (acq. by Occidental 2019),Calypso 29-16-9 E,Loving,Production,Pipeline,WEATHER,6384,10920,4200,840,NO
2022-02-04,Anadarko (acq. by Occidental 2019),Bob Couch 3-10,Reeves,Production,,MECHANICAL FAILURE,0,31122,0,31080,NO
2022-02-06,Anadarko (acq. by Occidental 2019),Monroe 34-220,Ward,Production,Flowline,WEATHER,470.4,14826,,,NO
2022-02-07,Anadarko (acq. by Occidental 2019),Hughes & Talbot 75-29 Unit A,Loving,Tank Farm,Flowline,CORROSION,369.6,861,0,0,NO
2022-03-01,Anadarko (acq. by Occidental 2019),Potomac 29-2 Unit,Loving,Production,Tank Battery,MECHANICAL FAILURE,672,1722,210,0,NO
2022-03-01,Anadarko (acq. by Occidental 2019),Calypso 29-16-9 E,Loving,Drilling,Flowline,CORROSION,4107.6,13398,2100,4200,NO
2022-04-25,Anadarko (acq. by Occidental 2019),Silvertip 76-16 Unit Q,Loving,Production,Well,HUMAN ERROR,630,1470,138.6,0,NO
2022-05-18,Anadarko (acq. by Occidental 2019),Craven Unit 3-8,Reeves,Production,Tank Battery,CORROSION,1285.2,336,0,0,NO
2022-05-27,Anadarko (acq. by Occidental 2019),Calypso 29-16-9 C,Loving,Production,Flowline,CORROSION,17430,44856,14280,0,NO
2022-06-07,Anadarko (acq. by Occidental 2019),Hughes & Talbot 75-29 Unit A,Loving,,,CORROSION,756,2520,0,0,NO
2022-07-21,Anadarko (acq. by Occidental 2019),Rippen Wrangler C26-19,Loving,Production,Tank Battery,MECHANICAL FAILURE,0,14112,0,14112,NO
2022-09-11,Anadarko (acq. by Occidental 2019),Priceless C26-1 Unit C,Loving,Production,Other,CORROSION,1033.2,2415,0,0,NO
2022-10-11,Anadarko (acq. by Occidental 2019),Covington 34-224,Ward,Production,Well,MECHANICAL FAILURE,42,27678,0,27510,NO
2022-10-16,Anadarko (acq. by Occidental 2019),Bullhead 55-1-22 Unit A,Loving,Production,Tank Battery,MECHANICAL FAILURE,84,21840,84,21630,NO
2022-11-07,Anadarko (acq. by Occidental 2019),Ashlock 1-34,Loving,Production,Pipeline,MECHANICAL FAILURE,1470,5250,1428,5040,NO
2022-12-14,Anadarko (acq. by Occidental 2019),Teton 56-2-23,Reeves,Production,Tank Battery,MECHANICAL FAILURE,4410,2100,4200,2100,NO
2022-12-26,Anadarko (acq. by Occidental 2019),Johnson Ranch 1-49,Loving,Production,,,0,11907,0,11886,NO
2013-01-01,Apache,Walker Glass,Glasscock,production,tank battery,MECHANICAL FAILURE,1092,1260,882,1218,NO
2013-01-03,Apache,Andrews Unit,Andrews,production,well,MECHANICAL FAILURE,252,630,168,420,NO
2013-01-08,Apache,North McElroy Unit,Crane,production,tank battery,MECHANICAL FAILURE,12600,63000,0,0,NO
2013-01-14,Apache,Neal B,Upton,production,tank battery,unknown,12180,1386,882,,YES
2013-01-20,Apache,North McElroy Unit,Crane,production,flowline,CORROSION,9450,82950,9240,82320,NO
2013-01-22,Apache,TXL North Unit,Ector,injection/disposal,flowline,CORROSION,1680,840,1680,0,NO
2013-01-30,Apache,SAU Mariner 7,Reagan,production,tank battery,other,462,1050,420,840,NO
2013-02-15,Apache,Brahaney Unit,Yoakum,production,well,third party,504,1680,210,1260,NO
2013-02-27,Apache,West Levelland Unit,Cochran,production,tank battery,MECHANICAL FAILURE,4200,8400,0,0,NO
2013-02-28,Apache,Rann-Oliphant,Wharton,Production,gathering line,CORROSION,,1050,,1008,no
2013-03-29,Apache,Pierce Estates,Wharton,Production,gathering line,CORROSION,588,16800,588,,no
2013-03-31,Apache,Roberts Unit,Yoakum,production,flowline,CORROSION,504,7140,420,6720,NO
2013-04-04,Apache,Dorado 18,Glasscock,production,tank battery,MECHANICAL FAILURE,252,168,0,0,NO
2013-04-07,Apache,Roy Glass -A-,Sterling,injection/disposal,pump,MECHANICAL FAILURE,0,4200,0,0,NO
2013-04-09,Apache,"Sebesta, G.A. Georgetown Gas Unit",Burleson,Production,unknown,unknown,,3570,,,no
2013-04-13,Apache,Waddell Bros & Co,Winkler,production,tank battery,MECHANICAL FAILURE,840,2520,756,1260,NO
2013-04-28,Apache,"Good, T.J. ""A""",Borden,production,tank battery,CORROSION,0,4200,0,3570,NO
2013-05-03,Apache,Roberts Unit,Yoakum,production,flowline,CORROSION,840,38220,420,37380,NO
2013-05-08,Apache,North Central Levelland Unit,Cochran,production,tank battery,MECHANICAL FAILURE,210,2646,126,2520,NO
2013-05-20,Apache,Three Bar Unit,Andrews,production,tank battery,MECHANICAL FAILURE,504,1050,420,840,NO
2013-05-24,Apache,Kloh,Howard,production,flowline,CORROSION,5880,13020,5460,12600,NO
2013-05-24,Apache,Roberts Unit,Yoakum,production,pump,WEATHER,1260,15540,840,14280,NO
2013-05-31,Apache,North McElroy Unit,Crane,production,flowline,CORROSION,4200,14700,3360,8190,NO
2013-06-06,Apache,Yellowhouse Unit,Hockley,production,tank battery,WEATHER,5586,1386,5460,1260,NO
2013-06-20,Apache,Brahaney Unit,Yoakum,production,flowline,CORROSION,420,6300,252,5040,NO
2013-06-28,Apache,Howard Glasscock East Unit,Howard,production,flowline,CORROSION,504,4200,0,0,NO
2013-06-28,Apache,Roberts Unit,Yoakum,injection/disposal,flowline,CORROSION,42,37800,0,34440,NO
2013-07-05,Apache,Squire 9,Glasscock,production,well,MECHANICAL FAILURE,336,504,168,504,NO
2013-07-11,Apache,"Thomas ""H"" Tract I",Ector,production,tank battery,CORROSION,1470,3360,1428,2730,NO
2013-07-14,Apache,Nanny May,Yoakum,production,tank battery,MECHANICAL FAILURE,10710,3150,1050,1470,NO
2013-07-15,Apache,North McElroy Unit,Crane,production,tank battery,MECHANICAL FAILURE,504,420,420,0,NO
2013-07-26,Apache,Shell-Broussard,Wharton,Production,pipeline,unknown,1050,5880,1008,,no
2013-08-11,Apache,"Roberts, Dora",Howard,production,tank battery,HUMAN ERROR,,14700,0,12600,NO
2013-08-16,Apache,Roberts Unit,Yoakum,production,tank battery,CORROSION,3150,5250,1260,2940,NO
2013-08-19,Apache,North McElroy Unit,Crane,production,flowline,CORROSION,504,12600,420,546,NO
2013-08-28,Apache,Hardy 18,Glasscock,injection/disposal,flowline,MECHANICAL FAILURE,0,84000,0,21000,NO
2013-09-13,Apache,Cleveland 5,Glasscock,production,well,HUMAN ERROR,924,966,840,840,NO
2013-09-16,Apache,Cynthia,Reagan,production,tank battery,MECHANICAL FAILURE,294,1260,210,1050,YES
2013-10-12,Apache,Alexander Unit 66,Hemphill,production,tank battery,HUMAN ERROR,1050,210,1008,168,NO
2013-10-17,Apache,"Roberts, Dora",Howard,production,flowline,CORROSION,630,92400,0,0,NO
2013-10-19,Apache,"Driver, J.W.-14",Midland,production,flowline,CORROSION,5460,10500,5250,9450,NO
2013-10-29,Apache,Stiles 18,Wheeler,production,other,MECHANICAL FAILURE,,840,,0,NO
2013-10-30,Apache,Roberts Unit,Yoakum,production,flowline,CORROSION,840,6300,840,5040,NO
2013-11-02,Apache,Byrum-Coffee #1012,Roberts,production,tank battery,HUMAN ERROR,,5250,,5040,NO
2013-11-04,Apache,West Levelland Unit,Cochran,production,flowline,CORROSION,5040,4200,1638,0,NO
2013-11-12,Apache,Keathley 46,Glasscock,production,well,MECHANICAL FAILURE,210,126,168,0,NO
2013-11-13,Apache,Stiles Water Recycling Facility,Wheeler,production,other,HUMAN ERROR,,12600,,10920,NO
2013-11-14,Apache,Boys Ranch 116 #1,Oldham,production,tank battery,CORROSION,,966,,0,NO
2013-11-24,Apache,"Hendrick, T.G., T-89-E",Winkler,production,tank battery,WEATHER,2100,6300,1890,2100,NO
2013-11-24,Apache,"Herrell, E. Queen Sand Unit",Sterling,production,tank battery,WEATHER,1680,40320,1680,38220,NO
2013-11-25,Apache,Yellowhouse Unit,Hockley,production,tank battery,WEATHER,840,2100,840,1890,NO
2013-12-02,Apache,Bartz 19 #2619H,Wheeler,production,tank battery,MECHANICAL FAILURE,2940,210,1470,210,NO
2013-12-07,Apache,Malone -45-,Reagan,production,well,MECHANICAL FAILURE,1134,126,1050,0,NO
2013-12-07,Apache,Flanagan,Gaines,production,tank battery,WEATHER,630,11340,420,10500,NO
2013-12-09,Apache,Malone,Reagan,production,tank battery,WEATHER,924,2730,840,2520,NO
2013-12-12,Apache,"Driver, J.W.-14",Midland,production,tank battery,HUMAN ERROR,2730,630,2436,420,NO
